arrival_rate,bp_L,bp_H,FCFS_percentage,BAL_percentage,total_rounds
38.00,30.00,12.00,99.00,1.00,100
40.00,30.00,18.00,99.00,1.00,100
36.00,30.00,12.00,99.00,1.00,100
38.00,30.00,9.00,99.00,1.00,100
38.00,5.65,4096.00,0.00,100.00,100
38.00,4.64,32768.00,0.00,100.00,100
34.00,30.00,6.00,99.00,1.00,100
40.00,4.07,262144.00,0.00,100.00,100
32.00,30.00,12.00,99.00,1.00,100
36.00,30.00,15.00,99.00,1.00,100
36.00,16.77,64.00,99.00,1.00,100
34.00,7.92,512.00,0.00,100.00,100
40.00,30.00,9.00,99.00,1.00,100
32.00,7.92,512.00,55.00,45.00,100
38.00,7.92,512.00,0.00,100.00,100
40.00,5.65,4096.00,0.00,100.00,100
38.00,30.00,18.00,99.00,1.00,100
38.00,4.07,262144.00,0.00,100.00,100
40.00,16.77,64.00,99.00,1.00,100
38.00,16.77,64.00,99.00,1.00,100
40.00,30.00,15.00,99.00,1.00,100
38.00,30.00,15.00,99.00,1.00,100
40.00,30.00,12.00,98.00,2.00,100
36.00,30.00,18.00,99.00,1.00,100
32.00,30.00,9.00,99.00,1.00,100
32.00,30.00,6.00,99.00,1.00,100
30.00,4.64,32768.00,0.00,100.00,100
40.00,7.92,512.00,0.00,100.00,100
32.00,16.77,64.00,99.00,1.00,100
34.00,5.65,4096.00,0.00,100.00,100
40.00,30.00,6.00,99.00,1.00,100
34.00,16.77,64.00,99.00,1.00,100
28.00,4.07,262144.00,0.00,100.00,100
32.00,30.00,15.00,99.00,1.00,100
36.00,30.00,6.00,99.00,1.00,100
34.00,30.00,12.00,99.00,1.00,100
32.00,30.00,18.00,99.00,1.00,100
26.00,7.92,512.00,0.00,100.00,100
38.00,30.00,6.00,99.00,1.00,100
34.00,30.00,9.00,99.00,1.00,100
36.00,5.65,4096.00,0.00,100.00,100
36.00,30.00,9.00,99.00,1.00,100
34.00,4.07,262144.00,0.00,100.00,100
40.00,4.64,32768.00,0.00,100.00,100
36.00,4.64,32768.00,0.00,100.00,100
34.00,30.00,15.00,99.00,1.00,100
34.00,30.00,18.00,99.00,1.00,100
32.00,4.07,262144.00,0.00,100.00,100
22.00,4.07,262144.00,0.00,100.00,100
30.00,4.07,262144.00,0.00,100.00,100
30.00,30.00,9.00,99.00,1.00,100
30.00,30.00,12.00,99.00,1.00,100
30.00,30.00,6.00,99.00,1.00,100
30.00,5.65,4096.00,0.00,100.00,100
36.00,7.92,512.00,0.00,100.00,100
32.00,5.65,4096.00,0.00,100.00,100
30.00,16.77,64.00,99.00,1.00,100
32.00,4.64,32768.00,0.00,100.00,100
34.00,4.64,32768.00,0.00,100.00,100
28.00,5.65,4096.00,0.00,100.00,100
30.00,7.92,512.00,0.00,100.00,100
26.00,4.64,32768.00,0.00,100.00,100
30.00,30.00,18.00,99.00,1.00,100
28.00,7.92,512.00,0.00,100.00,100
30.00,30.00,15.00,99.00,1.00,100
22.00,4.64,32768.00,0.00,100.00,100
26.00,5.65,4096.00,0.00,100.00,100
36.00,4.07,262144.00,0.00,100.00,100
24.00,5.65,4096.00,0.00,100.00,100
28.00,30.00,9.00,99.00,1.00,100
20.00,4.64,32768.00,0.00,100.00,100
26.00,4.07,262144.00,0.00,100.00,100
24.00,4.07,262144.00,0.00,100.00,100
28.00,4.64,32768.00,0.00,100.00,100
28.00,16.77,64.00,99.00,1.00,100
24.00,4.64,32768.00,0.00,100.00,100
22.00,5.65,4096.00,0.00,100.00,100
24.00,30.00,12.00,99.00,1.00,100
26.00,16.77,64.00,99.00,1.00,100
20.00,4.07,262144.00,0.00,100.00,100
28.00,30.00,18.00,70.00,30.00,100
24.00,7.92,512.00,0.00,100.00,100
28.00,30.00,15.00,99.00,1.00,100
20.00,5.65,4096.00,0.00,100.00,100
28.00,30.00,12.00,99.00,1.00,100
28.00,30.00,6.00,99.00,1.00,100
26.00,30.00,18.00,73.00,27.00,100
26.00,30.00,12.00,99.00,1.00,100
22.00,7.92,512.00,0.00,100.00,100
26.00,30.00,6.00,99.00,1.00,100
26.00,30.00,15.00,83.00,17.00,100
20.00,7.92,512.00,0.00,100.00,100
24.00,30.00,18.00,60.00,40.00,100
26.00,30.00,9.00,99.00,1.00,100
24.00,16.77,64.00,99.00,1.00,100
24.00,30.00,15.00,82.00,18.00,100
22.00,30.00,12.00,89.00,11.00,100
24.00,30.00,9.00,99.00,1.00,100
24.00,30.00,6.00,99.00,1.00,100
22.00,30.00,15.00,75.00,25.00,100
22.00,30.00,9.00,99.00,1.00,100
22.00,30.00,18.00,55.00,45.00,100
20.00,30.00,15.00,69.00,31.00,100
20.00,30.00,18.00,28.00,72.00,100
22.00,30.00,6.00,99.00,1.00,100
22.00,16.77,64.00,86.00,14.00,100
20.00,16.77,64.00,74.00,26.00,100
20.00,30.00,12.00,85.00,15.00,100
20.00,30.00,9.00,99.00,1.00,100
20.00,30.00,6.00,99.00,1.00,100
36.00,30.00,12.00,99.00,1.00,100
36.00,7.92,512.00,0.00,100.00,100
36.00,30.00,15.00,99.00,1.00,100
32.00,16.77,64.00,99.00,1.00,100
40.00,30.00,9.00,99.00,1.00,100
30.00,4.07,262144.00,0.00,100.00,100
38.00,30.00,15.00,99.00,1.00,100
38.00,30.00,12.00,99.00,1.00,100
40.00,30.00,12.00,99.00,1.00,100
36.00,30.00,6.00,99.00,1.00,100
38.00,7.92,512.00,0.00,100.00,100
40.00,16.77,64.00,99.00,1.00,100
34.00,5.65,4096.00,0.00,100.00,100
40.00,30.00,15.00,99.00,1.00,100
34.00,30.00,9.00,99.00,1.00,100
38.00,16.77,64.00,99.00,1.00,100
38.00,4.07,262144.00,0.00,100.00,100
38.00,30.00,18.00,99.00,1.00,100
38.00,30.00,9.00,99.00,1.00,100
40.00,30.00,18.00,99.00,1.00,100
32.00,7.92,512.00,0.00,100.00,100
38.00,30.00,6.00,99.00,1.00,100
36.00,30.00,9.00,99.00,1.00,100
26.00,4.07,262144.00,0.00,100.00,100
32.00,30.00,15.00,99.00,1.00,100
34.00,16.77,64.00,99.00,1.00,100
36.00,30.00,18.00,99.00,1.00,100
34.00,30.00,12.00,99.00,1.00,100
34.00,30.00,6.00,99.00,1.00,100
40.00,5.65,4096.00,0.00,100.00,100
40.00,7.92,512.00,0.00,100.00,100
40.00,30.00,6.00,99.00,1.00,100
34.00,7.92,512.00,0.00,100.00,100
32.00,30.00,9.00,99.00,1.00,100
36.00,4.64,32768.00,0.00,100.00,100
36.00,5.65,4096.00,0.00,100.00,100
32.00,30.00,12.00,99.00,1.00,100
36.00,16.77,64.00,99.00,1.00,100
34.00,30.00,15.00,99.00,1.00,100
32.00,30.00,6.00,99.00,1.00,100
38.00,5.65,4096.00,0.00,100.00,100
40.00,4.64,32768.00,0.00,100.00,100
34.00,30.00,18.00,98.00,2.00,100
32.00,30.00,18.00,99.00,1.00,100
38.00,4.64,32768.00,0.00,100.00,100
36.00,4.07,262144.00,0.00,100.00,100
28.00,5.65,4096.00,0.00,100.00,100
30.00,7.92,512.00,74.00,26.00,100
32.00,4.64,32768.00,0.00,100.00,100
30.00,5.65,4096.00,0.00,100.00,100
34.00,4.64,32768.00,0.00,100.00,100
28.00,4.07,262144.00,0.00,100.00,100
32.00,5.65,4096.00,0.00,100.00,100
40.00,4.07,262144.00,0.00,100.00,100
34.00,4.07,262144.00,0.00,100.00,100
32.00,4.07,262144.00,0.00,100.00,100
30.00,4.64,32768.00,0.00,100.00,100
24.00,4.07,262144.00,0.00,100.00,100
22.00,4.07,262144.00,0.00,100.00,100
28.00,4.64,32768.00,0.00,100.00,100
26.00,7.92,512.00,0.00,100.00,100
30.00,30.00,6.00,99.00,1.00,100
30.00,30.00,9.00,99.00,1.00,100
28.00,7.92,512.00,0.00,100.00,100
30.00,30.00,18.00,99.00,1.00,100
30.00,16.77,64.00,99.00,1.00,100
24.00,5.65,4096.00,0.00,100.00,100
30.00,30.00,12.00,99.00,1.00,100
30.00,30.00,15.00,99.00,1.00,100
26.00,5.65,4096.00,0.00,100.00,100
26.00,4.64,32768.00,0.00,100.00,100
28.00,30.00,6.00,99.00,1.00,100
28.00,30.00,12.00,99.00,1.00,100
24.00,4.64,32768.00,0.00,100.00,100
24.00,7.92,512.00,0.00,100.00,100
28.00,30.00,15.00,99.00,1.00,100
22.00,4.64,32768.00,0.00,100.00,100
20.00,4.64,32768.00,0.00,100.00,100
28.00,30.00,18.00,68.00,32.00,100
20.00,5.65,4096.00,0.00,100.00,100
28.00,16.77,64.00,99.00,1.00,100
20.00,4.07,262144.00,0.00,100.00,100
22.00,5.65,4096.00,0.00,100.00,100
28.00,30.00,9.00,99.00,1.00,100
26.00,30.00,12.00,99.00,1.00,100
22.00,7.92,512.00,0.00,100.00,100
26.00,16.77,64.00,99.00,1.00,100
20.00,7.92,512.00,0.00,100.00,100
26.00,30.00,15.00,81.00,19.00,100
26.00,30.00,6.00,99.00,1.00,100
26.00,30.00,9.00,99.00,1.00,100
24.00,30.00,15.00,83.00,17.00,100
26.00,30.00,18.00,62.00,38.00,100
24.00,30.00,18.00,58.00,42.00,100
24.00,16.77,64.00,89.00,11.00,100
22.00,30.00,18.00,55.00,45.00,100
24.00,30.00,9.00,99.00,1.00,100
24.00,30.00,12.00,97.00,3.00,100
20.00,30.00,15.00,67.00,33.00,100
22.00,30.00,12.00,92.00,8.00,100
24.00,30.00,6.00,99.00,1.00,100
22.00,16.77,64.00,82.00,18.00,100
22.00,30.00,15.00,70.00,30.00,100
20.00,30.00,18.00,31.00,69.00,100
20.00,16.77,64.00,75.00,25.00,100
22.00,30.00,6.00,99.00,1.00,100
20.00,30.00,9.00,99.00,1.00,100
22.00,30.00,9.00,99.00,1.00,100
20.00,30.00,12.00,85.00,15.00,100
20.00,30.00,6.00,99.00,1.00,100
