frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,453231.935107,241111.000000,0.000000
4,240843.641828,120898.000000,0.000000
8,492127.190303,215206.000000,0.000000
16,490217.500653,419637.000000,0.000000
32,324875.066167,216736.000000,0.000000
64,203675.992238,160910.000000,0.000000
128,166888.912088,130450.000000,0.000000
256,159914.792021,79001.000000,0.000000
512,158732.466197,51304.000000,0.000000
1024,213203.157209,107389.000000,0.000000
2048,135974.465140,58844.000000,0.000000
4096,437935.304225,177381.000000,0.000000
8192,206851.782579,97930.000000,0.000000
16384,535037.592226,156452.000000,0.000000
32768,734783.911841,167766.000000,0.000000
65536,79134.333143,26328.000000,0.000000
