frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,468128.845954,298494.000000,0.000000
4,186626.385276,70645.000000,0.000000
8,329872.571018,285624.000000,0.000000
16,353272.271451,154056.000000,0.000000
32,252072.905922,132419.000000,0.000000
64,243601.546372,207241.000000,0.000000
128,244528.986345,96015.000000,0.000000
256,710357.706102,288651.000000,0.000000
512,598891.913337,159395.000000,0.000000
1024,465645.375099,220443.000000,0.000000
2048,214976.982573,58663.000000,0.000000
4096,970094.335621,332857.000000,0.000000
8192,793713.026639,247864.000000,0.000000
16384,862166.810561,245562.000000,0.000000
32768,310199.271442,129249.000000,0.000000
65536,661790.570142,381281.000000,0.000000
