frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,291262.368031,124790.000000,0.000000
4,612036.433216,187709.000000,0.000000
8,159885.649222,46552.000000,0.000000
16,484463.913419,219215.000000,0.000000
32,376382.995765,226049.000000,0.000000
64,564596.657045,194673.000000,0.000000
128,881982.900272,281465.000000,0.000000
256,493052.368644,278992.000000,0.000000
512,573866.570846,178752.000000,0.000000
1024,945214.367021,311722.000000,0.000000
2048,262449.741107,119475.000000,0.000000
4096,563991.718479,223101.000000,0.000000
8192,802914.262027,214561.000000,0.000000
16384,1408956.580914,223742.000000,0.000000
32768,1729287.733917,173757.000000,0.000000
65536,311045.140290,58226.000000,0.000000
