frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,260880.357411,131004.000000,0.000000
4,322262.096730,166453.000000,0.000000
8,78965.908125,33545.000000,0.000000
16,311458.701559,192452.000000,0.000000
32,116176.255410,39574.000000,0.000000
64,472826.450451,161969.000000,0.000000
128,540997.360853,193295.000000,0.000000
256,475929.561384,153582.000000,0.000000
512,527651.474759,157111.000000,0.000000
1024,803137.604181,268485.000000,0.000000
2048,471436.351480,130575.000000,0.000000
4096,958170.348570,205299.000000,0.000000
8192,476828.105024,114628.000000,0.000000
16384,961870.840027,179263.000000,0.000000
32768,297549.233234,57207.000000,0.000000
65536,2530554.689651,216120.000000,0.000000
