frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,229692.631621,103023.000000,0.000000
4,400017.911246,131377.000000,0.000000
8,144973.429759,58220.000000,0.000000
16,381515.667268,153396.000000,0.000000
32,542212.153742,190119.000000,0.000000
64,353054.903767,117791.000000,0.000000
128,341488.406797,166587.000000,0.000000
256,544225.746371,305423.000000,0.000000
512,319690.569101,105724.000000,0.000000
1024,968657.286615,270353.000000,0.000000
2048,783205.125059,288173.000000,0.000000
4096,889224.005659,288616.000000,0.000000
8192,1124924.035411,244890.000000,0.000000
16384,406522.820244,85582.000000,0.000000
32768,883354.270145,47148.000000,0.000000
65536,637854.648592,85354.000000,0.000000
