frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,391840.487507,177783.000000,0.000000
4,148933.184633,108602.000000,0.000000
8,229675.624447,81558.000000,0.000000
16,109754.679668,58563.000000,0.000000
32,141477.551983,74373.000000,0.000000
64,291128.794938,188251.000000,0.000000
128,256851.943882,99095.000000,0.000000
256,154835.835455,48187.000000,0.000000
512,279035.145553,90276.000000,0.000000
1024,562345.182074,185485.000000,0.000000
2048,239494.554875,105657.000000,0.000000
4096,165194.570785,70282.000000,0.000000
8192,130003.075652,52524.000000,0.000000
16384,454944.433436,160319.000000,0.000000
32768,440753.878329,384759.000000,0.000000
65536,1817878.755536,207211.000000,0.000000
