frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,270862.429281,72052.000000,0.000000
4,289473.940613,194363.000000,0.000000
8,299691.876847,112546.000000,0.000000
16,604241.411020,259566.000000,0.000000
32,420470.442015,159981.000000,0.000000
64,271550.034907,78743.000000,0.000000
128,451923.434202,270802.000000,0.000000
256,330002.403272,149447.000000,0.000000
512,533792.559221,184796.000000,0.000000
1024,518008.142428,161900.000000,0.000000
2048,548178.512523,199828.000000,0.000000
4096,366082.147731,112395.000000,0.000000
8192,1027906.722948,209532.000000,0.000000
16384,1198539.127037,227753.000000,0.000000
32768,2598559.691745,248743.000000,0.000000
65536,178593.385208,122897.000000,0.000000
