frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,168813.545058,101548.000000,0.000000
4,941421.441734,235133.000000,0.000000
8,388565.241486,127636.000000,0.000000
16,253000.635970,120226.000000,0.000000
32,369041.497654,151561.000000,0.000000
64,412769.623077,192039.000000,0.000000
128,162184.030139,82888.000000,0.000000
256,260795.702282,113697.000000,0.000000
512,857504.932322,295392.000000,0.000000
1024,437904.298292,156018.000000,0.000000
2048,840121.051477,253876.000000,0.000000
4096,1230766.532146,314220.000000,0.000000
8192,337438.391236,114078.000000,0.000000
16384,490330.721595,192521.000000,0.000000
32768,1223594.721987,242189.000000,0.000000
65536,1216820.901004,168952.000000,0.000000
