frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,75578.518449,30281.000000,0.000000
4,162010.114437,55941.000000,0.000000
8,448638.948233,270977.000000,0.000000
16,525796.039887,215573.000000,0.000000
32,246103.002708,164843.000000,0.000000
64,436609.398798,250320.000000,0.000000
128,270242.093618,255025.000000,0.000000
256,108200.585391,36171.000000,0.000000
512,333418.641686,280485.000000,0.000000
1024,721437.281220,242818.000000,0.000000
2048,310768.904046,111872.000000,0.000000
4096,379432.054632,150161.000000,0.000000
8192,268570.523882,113864.000000,0.000000
16384,775552.184786,239466.000000,0.000000
32768,195025.414777,75513.000000,0.000000
65536,397898.626670,54854.000000,0.000000
