frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,229451.511518,89837.000000,0.000000
4,200531.237729,58434.000000,0.000000
8,303652.001566,140031.000000,0.000000
16,311777.518449,145424.000000,0.000000
32,243522.662348,120819.000000,0.000000
64,407676.650436,155017.000000,0.000000
128,454207.053745,143349.000000,0.000000
256,346637.749508,118202.000000,0.000000
512,833691.193000,249799.000000,0.000000
1024,759045.060338,208574.000000,0.000000
2048,362989.486195,95256.000000,0.000000
4096,378686.120683,113951.000000,0.000000
8192,477833.253941,103841.000000,0.000000
16384,1307424.000867,237401.000000,0.000000
32768,1101620.971633,58059.000000,0.000000
65536,3942047.443899,280939.000000,0.000000
