frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,102304.296137,33359.000000,0.000000
4,618432.267037,225376.000000,0.000000
8,422586.180013,253799.000000,0.000000
16,374662.180874,181410.000000,0.000000
32,379837.932508,139477.000000,0.000000
64,463742.256855,177523.000000,0.000000
128,250814.967462,116560.000000,0.000000
256,548719.935396,203704.000000,0.000000
512,472108.510401,155359.000000,0.000000
1024,949611.824246,288518.000000,0.000000
2048,712891.740880,251397.000000,0.000000
4096,383119.236627,128610.000000,0.000000
8192,749773.312527,274534.000000,0.000000
16384,681590.745344,198926.000000,0.000000
32768,464586.848265,150264.000000,0.000000
65536,289645.324885,141468.000000,0.000000
