frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,153811.101339,97753.000000,0.000000
4,361738.338104,167648.000000,0.000000
8,141508.625324,92348.000000,0.000000
16,718902.200447,218623.000000,0.000000
32,225527.024168,124978.000000,0.000000
64,144690.833594,56559.000000,0.000000
128,366087.287942,150430.000000,0.000000
256,413771.789846,158838.000000,0.000000
512,412652.163459,185399.000000,0.000000
1024,296116.969931,142646.000000,0.000000
2048,521166.335670,384618.000000,0.000000
4096,441376.422170,144817.000000,0.000000
8192,409009.072835,97175.000000,0.000000
16384,445607.254690,195483.000000,0.000000
32768,381701.340831,99578.000000,0.000000
65536,558722.174943,89675.000000,0.000000
