frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,523457.831581,249127.000000,0.000000
4,626781.481457,271367.000000,0.000000
8,721306.371811,279621.000000,0.000000
16,301605.373987,131592.000000,0.000000
32,389266.594314,177615.000000,0.000000
64,660180.988898,227628.000000,0.000000
128,459912.770952,147342.000000,0.000000
256,171503.359562,73264.000000,0.000000
512,680471.562673,242613.000000,0.000000
1024,257633.884198,65829.000000,0.000000
2048,481727.505982,170101.000000,0.000000
4096,956004.087021,268980.000000,0.000000
8192,590391.618619,104765.000000,0.000000
16384,1212345.611323,273441.000000,0.000000
32768,986722.538478,116631.000000,0.000000
65536,2092983.837832,242516.000000,0.000000
