frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,78081.629658,27117.000000,0.000000
4,195321.903426,116943.000000,0.000000
8,108919.545987,53569.000000,0.000000
16,179525.484703,79480.000000,0.000000
32,195293.329010,78366.000000,0.000000
64,126231.326049,86043.000000,0.000000
128,716283.753243,281270.000000,0.000000
256,159872.530761,71344.000000,0.000000
512,226307.331951,65183.000000,0.000000
1024,314735.450477,172002.000000,0.000000
2048,623171.370636,370736.000000,0.000000
4096,307119.186418,131439.000000,0.000000
8192,240064.869262,69313.000000,0.000000
16384,341556.655937,74429.000000,0.000000
32768,432464.818734,108644.000000,0.000000
65536,371377.781808,54955.000000,0.000000
