frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,208487.951925,143236.000000,0.000000
4,223893.772249,93555.000000,0.000000
8,449559.479743,343255.000000,0.000000
16,168477.922097,88545.000000,0.000000
32,695530.657429,304282.000000,0.000000
64,202363.094162,85696.000000,0.000000
128,480842.450626,222047.000000,0.000000
256,675683.792951,256632.000000,0.000000
512,146748.332737,42662.000000,0.000000
1024,348217.798488,163542.000000,0.000000
2048,744205.812313,249355.000000,0.000000
4096,255679.232137,97148.000000,0.000000
8192,329835.067911,109283.000000,0.000000
16384,612635.126133,368489.000000,0.000000
32768,840012.218816,257954.000000,0.000000
65536,1556554.120134,174710.000000,0.000000
