frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,268022.227142,128951.000000,0.000000
4,305481.056950,104882.000000,0.000000
8,315617.156607,145661.000000,0.000000
16,365000.950814,165694.000000,0.000000
32,415652.520146,194014.000000,0.000000
64,263190.504109,166138.000000,0.000000
128,683620.877556,266655.000000,0.000000
256,661596.440917,233875.000000,0.000000
512,180741.125638,66302.000000,0.000000
1024,393365.896294,109603.000000,0.000000
2048,497857.006462,153703.000000,0.000000
4096,770591.771426,205157.000000,0.000000
8192,1080571.573422,175776.000000,0.000000
16384,837974.214354,263490.000000,0.000000
32768,1016521.479814,249081.000000,0.000000
65536,1014329.481869,118352.000000,0.000000
