arrival_rate,bp_parameter_L,bp_parameter_H,FCFS_L2_norm_flow_time
32,8.500000,262144,120841373.587675
32,9.800000,32768,136405974.350143
32,12.400000,4096,130384076.418482
32,18.900000,512,133463445.378208
32,56.300000,64,131751127.197247
32,60.000000,12,132149207.004158
32,60.000000,18,133087033.929062
32,60.000000,24,133773608.376723
