arrival_rate,bp_parameter_L,bp_parameter_H,FCFS_L2_norm_flow_time
30,8.500000,262144,190338212.859227
30,9.800000,32768,138292469.352254
30,12.400000,4096,142316041.778778
30,18.900000,512,140387356.302850
30,56.300000,64,141366242.484544
30,60.000000,12,140044100.626583
30,60.000000,18,140198164.073781
30,60.000000,24,140587679.514526
