arrival_rate,bp_parameter_L,bp_parameter_H,FCFS_L2_norm_flow_time
38,8.500000,262144,73745503.686065
38,9.800000,32768,101877461.121268
38,12.400000,4096,111114306.515545
38,18.900000,512,106766752.695398
38,56.300000,64,103302644.666323
38,60.000000,12,103019799.518093
38,60.000000,18,103545368.930088
38,60.000000,24,105104074.306009
