arrival_rate,bp_parameter_L,bp_parameter_H,FCFS_L2_norm_flow_time
26,8.500000,262144,162200235.298561
26,9.800000,32768,150576399.250577
26,12.400000,4096,159885057.698147
26,18.900000,512,159917064.898521
26,56.300000,64,158620229.141088
26,60.000000,12,159439308.270219
26,60.000000,18,158132076.306723
26,60.000000,24,159462634.543013
