arrival_rate,bp_parameter_L,bp_parameter_H,FCFS_L2_norm_flow_time
36,8.500000,262144,141268587.374334
36,9.800000,32768,131394671.215431
36,12.400000,4096,113766317.628514
36,18.900000,512,114192936.778092
36,56.300000,64,111774992.648073
36,60.000000,12,114359901.485013
36,60.000000,18,113198343.862822
36,60.000000,24,115066432.388611
