frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,166215.650460,88513.000000,56.595053
4,127109.182713,89559.000000,137.160490
8,136367.160501,106951.000000,265.716014
16,193555.322807,157668.000000,134.851770
32,178789.287207,149801.000000,4856.424611
64,198149.450501,121962.000000,86.833173
128,95624.004716,35500.000000,729.128932
256,316249.905619,248766.000000,1825.636327
512,308091.773115,204806.000000,1769.050310
1024,293074.661928,216649.000000,4015.467843
2048,224365.878970,148511.000000,5425.017511
4096,395047.829254,175493.000000,110912.990957
8192,196723.906720,92317.000000,39605.649395
16384,342622.623261,189100.000000,31242.523858
32768,665375.367064,263898.000000,637929.461636
65536,1006827.579803,284113.000000,359407.987567
