frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,238163.296633,138896.000000,56.912213
4,142739.391567,76808.000000,96.514248
8,613469.417966,242321.000000,139.086304
16,266682.266460,152045.000000,38.961519
32,197238.447657,147108.000000,162.582287
64,360424.329569,209949.000000,465.056986
128,684071.402355,290130.000000,1039.467652
256,625560.803598,292743.000000,7712.757484
512,352420.826055,189721.000000,6825.024615
1024,299924.097690,170173.000000,11723.063721
2048,310837.733076,115858.000000,21108.627881
4096,563063.930303,218889.000000,181298.806932
8192,403864.696606,189094.000000,113599.690233
16384,213470.330224,87228.000000,103654.856548
32768,553317.337111,188951.000000,406742.032694
65536,744809.667757,233808.000000,0.000000
