frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,414466.007387,341951.000000,20.760539
4,262083.783394,185391.000000,28.089144
8,331875.765925,268102.000000,485.136063
16,234032.981746,149930.000000,239.037654
32,582759.406506,435810.000000,435810.003588
64,60078.149480,32939.000000,143.206145
128,83832.026798,50173.000000,251.087634
256,196202.397911,127812.000000,3525.640935
512,99140.593739,54447.000000,443.371176
1024,98283.540855,72552.000000,1794.600791
2048,89978.924299,60115.000000,60453.617046
4096,292638.795497,228264.000000,10958.974040
8192,193375.960647,122098.000000,91001.258436
16384,417577.188926,413100.000000,6904.977046
32768,470094.715196,268993.000000,438791.055145
65536,471681.544504,173102.000000,471355.070522
