frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,202492.106434,173779.000000,46.043458
4,113740.033713,78214.000000,128.421182
8,176705.712378,131325.000000,45.934736
16,108988.894939,59725.000000,21.307276
32,666053.761121,510919.000000,47.275787
64,373669.214381,236255.000000,408.843491
128,77773.093535,52498.000000,371.967741
256,87671.786032,37236.000000,860.893141
512,478004.684568,268943.000000,1127.570840
1024,136254.339546,94346.000000,3091.219500
2048,490233.809145,349040.000000,251018.371202
4096,430904.222649,248921.000000,5052.505319
8192,214864.473399,137837.000000,8120.302581
16384,489375.958462,277497.000000,211283.250294
32768,228397.709929,159060.000000,47448.719646
65536,257851.747151,171385.000000,127403.943063
