frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,328760.592772,243668.000000,39.064050
4,295897.643284,252556.000000,21.400935
8,161690.465659,120568.000000,96.072889
16,166329.170511,87498.000000,125.275696
32,85854.447462,67804.000000,184.198263
64,153053.801001,100842.000000,947.320959
128,357318.273742,234910.000000,136.352484
256,213606.827063,173168.000000,14656.588314
512,192819.800283,182443.000000,6618.784934
1024,299019.179908,219623.000000,16205.014533
2048,249751.777161,207261.000000,8503.157649
4096,243731.664389,178754.000000,10733.532690
8192,183246.699337,143647.000000,18084.678875
16384,121960.905654,98838.000000,5940.943528
32768,450072.490090,406948.000000,187641.125588
65536,226077.036583,164651.000000,179495.649677
