frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,501487.708407,179833.000000,60.893349
4,535359.779724,193334.000000,104.995238
8,449862.021879,223929.000000,280.390799
16,696293.514690,236778.000000,80.205985
32,1014991.862457,224679.000000,9143.660099
64,1144766.027292,233532.000000,30506.156870
128,930773.160890,222813.000000,4090.857490
256,909380.109868,206823.000000,8276.339469
512,907444.276641,237240.000000,27416.507764
1024,590640.614542,215481.000000,137139.729397
2048,1379046.486463,223755.000000,379153.714582
4096,1366169.365193,228402.000000,203805.035460
8192,1256636.605903,235917.000000,200316.978804
16384,1520360.865046,229340.000000,683199.328469
32768,356492.978482,42341.000000,0.000000
65536,2625986.944297,226634.000000,2079529.863518
