frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,72813.736067,30975.000000,0.000000
4,183891.769462,166259.000000,0.000000
8,62254.005943,40441.000000,0.000000
16,349118.562540,221844.000000,0.000000
32,186159.080372,137737.000000,0.000000
64,295258.803210,179307.000000,0.000000
128,575672.748912,307775.000000,0.000000
256,308397.426643,191981.000000,0.000000
512,425100.888689,225061.000000,0.000000
1024,469433.964941,251753.000000,0.000000
2048,208916.662282,129512.000000,0.000000
4096,265151.206778,119788.000000,0.000000
8192,464007.050026,288905.000000,0.000000
16384,369982.475801,197013.000000,0.000000
32768,520672.057529,257729.000000,0.000000
65536,455015.143453,242276.000000,0.000000
