frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,109220.011719,71836.000000,30.430248
4,566641.696036,252137.000000,596.926294
8,511432.860794,291151.000000,26.776856
16,439443.047146,233184.000000,90.609050
32,161845.357629,61235.000000,643.585270
64,243828.128133,198959.000000,666.496812
128,756862.576183,293252.000000,931.394116
256,322642.622761,174381.000000,8790.973382
512,366616.716654,170100.000000,120566.198136
1024,153257.722895,75723.000000,75921.162992
2048,199544.958400,84409.000000,66294.288872
4096,523746.273383,180981.000000,92121.531582
8192,333499.514890,102904.000000,73951.942131
16384,826473.173358,300080.000000,175226.094427
32768,1576004.580629,233531.000000,1517218.672844
65536,500821.704385,188176.000000,453134.284740
