frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,100446.768161,33760.000000,0.000000
4,732617.618467,233516.000000,0.000000
8,1088877.137669,223744.000000,0.000000
16,430074.564880,185957.000000,0.000000
32,1087906.911488,229051.000000,0.000000
64,570241.295646,210647.000000,0.000000
128,802996.420673,234912.000000,0.000000
256,1037624.366359,195395.000000,0.000000
512,741255.305189,203752.000000,0.000000
1024,973595.387617,218631.000000,0.000000
2048,1050639.417463,237722.000000,0.000000
4096,685955.663188,183173.000000,0.000000
8192,1355379.575388,225773.000000,0.000000
16384,1288693.049775,216938.000000,0.000000
32768,1307890.588649,198404.000000,0.000000
65536,1383823.633716,186488.000000,0.000000
