frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,235988.106554,134115.000000,168.810545
4,320138.824145,217168.000000,34.568772
8,305538.837630,165670.000000,101.405128
16,386920.141843,205282.000000,157.435701
32,791267.896537,260135.000000,175.564803
64,460634.434752,253806.000000,694.699935
128,375261.804998,244141.000000,1490.025839
256,676651.876360,264478.000000,1167.705014
512,413364.420379,233287.000000,5274.678568
1024,349618.360272,177345.000000,43674.263405
2048,648592.279226,284421.000000,34599.696675
4096,396703.592167,129132.000000,112658.254851
8192,325046.570199,209688.000000,211039.185283
16384,904951.333172,287565.000000,338760.989317
32768,674794.400094,125781.000000,660835.846431
65536,940295.617444,236452.000000,826918.004760
