frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,90397.651778,58848.000000,31.160873
4,506701.214870,290937.000000,194.252413
8,133342.521024,68218.000000,40.360872
16,172557.119870,159461.000000,363.059224
32,427862.643483,282676.000000,285.951045
64,163745.223423,127444.000000,818.996947
128,208180.159261,97341.000000,3247.161530
256,674117.592841,292965.000000,1071.982276
512,155938.758601,83530.000000,904.978453
1024,388079.693019,303138.000000,4284.669532
2048,466535.095477,247067.000000,229925.576857
4096,218281.428924,195368.000000,16438.873532
8192,307549.170698,173263.000000,23692.157690
16384,214806.444540,119871.000000,36498.893654
32768,515508.120543,210357.000000,375835.331478
65536,296631.252160,240040.000000,112557.019790
