frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,214514.914649,180728.000000,0.000000
4,204053.808629,148061.000000,0.000000
8,391154.620002,196403.000000,0.000000
16,152415.813274,73397.000000,0.000000
32,129771.463751,78493.000000,0.000000
64,69918.759671,34204.000000,0.000000
128,198466.233987,110782.000000,0.000000
256,74704.445202,31085.000000,0.000000
512,262932.935457,227624.000000,0.000000
1024,83902.062919,49144.000000,0.000000
2048,405626.633928,248252.000000,0.000000
4096,456040.068106,230080.000000,0.000000
8192,532226.142963,287426.000000,0.000000
16384,159883.972758,87472.000000,0.000000
32768,266059.149546,117690.000000,0.000000
65536,405849.993638,118964.000000,0.000000
