frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,343503.157390,246340.000000,0.000000
4,72887.662735,48767.000000,0.000000
8,146357.069136,67276.000000,0.000000
16,315732.118884,308472.000000,0.000000
32,157680.869645,89340.000000,0.000000
64,367498.229445,260342.000000,0.000000
128,349117.758453,316383.000000,0.000000
256,174459.492628,101901.000000,0.000000
512,593662.661479,307619.000000,0.000000
1024,275898.921098,243390.000000,0.000000
2048,290375.706232,216856.000000,0.000000
4096,189068.336450,113369.000000,0.000000
8192,88745.136650,64675.000000,0.000000
16384,38541.789450,14660.000000,0.000000
32768,332933.408746,212906.000000,0.000000
65536,264972.018830,135405.000000,0.000000
