frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,364780.101212,170608.000000,0.000000
4,405371.413348,201549.000000,0.000000
8,580270.886605,280242.000000,0.000000
16,337380.290490,212011.000000,0.000000
32,287964.901017,214348.000000,0.000000
64,480832.456427,181349.000000,0.000000
128,534063.308843,252083.000000,0.000000
256,463111.339417,250311.000000,0.000000
512,511745.375751,243611.000000,0.000000
1024,458659.028336,201848.000000,0.000000
2048,623581.426590,236593.000000,0.000000
4096,121165.821039,36281.000000,0.000000
8192,776518.148281,294094.000000,0.000000
16384,449248.350953,207660.000000,0.000000
32768,947504.620415,291442.000000,0.000000
65536,332231.995764,101015.000000,0.000000
