frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,380242.997684,248563.000000,0.000000
4,160497.299628,87965.000000,0.000000
8,528411.244894,305109.000000,0.000000
16,258293.351440,133513.000000,0.000000
32,102149.483905,46054.000000,0.000000
64,532505.829237,296453.000000,0.000000
128,319355.453684,249044.000000,0.000000
256,141884.954756,79174.000000,0.000000
512,291091.411127,177048.000000,0.000000
1024,505181.938355,298231.000000,0.000000
2048,150794.832508,132884.000000,0.000000
4096,327363.772116,246273.000000,0.000000
8192,120680.635907,65356.000000,0.000000
16384,125595.641489,55892.000000,0.000000
32768,210626.312532,117204.000000,0.000000
65536,708467.345510,251610.000000,0.000000
