frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,162427.381217,119490.000000,0.000000
4,321859.168282,252681.000000,0.000000
8,124909.052394,69541.000000,0.000000
16,330244.812391,242848.000000,0.000000
32,150721.275983,105742.000000,0.000000
64,217544.545422,173809.000000,0.000000
128,146765.160883,125089.000000,0.000000
256,500601.224770,390256.000000,0.000000
512,232704.115961,204360.000000,0.000000
1024,229978.738361,157361.000000,0.000000
2048,435459.785760,336340.000000,0.000000
4096,227859.057395,151094.000000,0.000000
8192,450218.609131,273952.000000,0.000000
16384,304930.485603,231284.000000,0.000000
32768,299985.215147,184252.000000,0.000000
65536,274626.758075,123657.000000,0.000000
