frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,487873.498830,179986.000000,30.000000
4,500558.820756,164703.000000,235.403908
8,737510.565851,171664.000000,48.774994
16,815314.570760,229820.000000,81.117199
32,1058643.343630,235391.000000,325.166111
64,907472.256448,214346.000000,2989.352104
128,522102.742602,216551.000000,3693.037774
256,1111615.818938,236327.000000,41742.797391
512,875031.271851,235198.000000,201587.010931
1024,1341942.491566,223347.000000,130442.277395
2048,1023094.853154,236119.000000,318611.557086
4096,700083.309801,204634.000000,107560.075660
8192,699476.798314,158096.000000,304192.579094
16384,1673389.630452,207857.000000,969460.908859
32768,571269.821242,163467.000000,145606.689122
65536,643529.087865,115962.000000,618747.996561
