frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,567280.224146,224710.000000,100.394223
4,703981.212059,224216.000000,1263.453205
8,449729.351321,226074.000000,67.446275
16,652955.322118,234447.000000,206.879192
32,818574.965639,211849.000000,1249.898796
64,900537.485033,184844.000000,203.290433
128,1199187.061972,229331.000000,11573.320785
256,1135027.277975,235380.000000,49906.851604
512,547043.450340,236452.000000,6642.572017
1024,572368.332889,161954.000000,43749.941154
2048,619394.690803,183799.000000,179861.427224
4096,1258738.403613,226722.000000,377342.860278
8192,998184.159019,181981.000000,78718.828148
16384,713675.239442,162923.000000,162524.022003
32768,1862389.022719,224958.000000,932719.216829
65536,1096422.022999,79246.000000,1090914.357703
