frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,611893.282891,227490.000000,0.000000
4,793947.625661,235374.000000,0.000000
8,684381.658276,226535.000000,0.000000
16,725477.830269,230727.000000,0.000000
32,1115867.287526,233844.000000,0.000000
64,1077886.924208,194648.000000,0.000000
128,934534.124251,206196.000000,0.000000
256,1100307.285860,232582.000000,0.000000
512,916826.377774,203853.000000,0.000000
1024,1199799.664546,223722.000000,0.000000
2048,949635.568735,223113.000000,0.000000
4096,1526365.931730,234005.000000,0.000000
8192,977812.784228,217699.000000,0.000000
16384,1177996.024901,205010.000000,0.000000
32768,2034469.255040,271784.000000,0.000000
65536,1705720.384001,236476.000000,0.000000
