frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,92580.328904,61275.000000,24.083189
4,316169.980531,145381.000000,104.163333
8,669830.216212,290410.000000,2011.156384
16,551914.462545,209449.000000,108.305125
32,105266.212500,52434.000000,1334.293821
64,488368.101517,230830.000000,1954.841170
128,716706.573569,267614.000000,1286.950660
256,832584.217980,303041.000000,30688.561778
512,589287.678690,245514.000000,207611.649606
1024,407532.840888,207578.000000,33669.624560
2048,440037.367205,192049.000000,36086.618586
4096,906763.243419,272044.000000,421286.686921
8192,390605.343883,129563.000000,106858.521275
16384,105757.977501,55104.000000,42329.507828
32768,947302.627792,297955.000000,781271.509228
65536,117910.551627,57100.000000,0.000000
