frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,171274.185434,113656.000000,0.000000
4,206365.362258,142408.000000,0.000000
8,26827.518931,9813.000000,0.000000
16,163887.951281,155009.000000,0.000000
32,384403.768421,377744.000000,0.000000
64,190166.060663,125219.000000,0.000000
128,175824.221116,147946.000000,0.000000
256,203394.449295,127753.000000,0.000000
512,445296.846184,268963.000000,0.000000
1024,111941.452130,80061.000000,0.000000
2048,130665.084376,66619.000000,0.000000
4096,231241.659071,174827.000000,0.000000
8192,175882.914253,112773.000000,0.000000
16384,115540.562198,59448.000000,0.000000
32768,153869.519672,135874.000000,0.000000
65536,383493.716170,264998.000000,0.000000
