frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,878275.019990,42799.000000,179.357186
4,864766.081568,40944.000000,90.016665
8,719662.560339,42338.000000,182.562318
16,858791.710320,41440.000000,85.545310
32,1024830.592215,42341.000000,37019.581562
64,1337419.811065,98383.000000,110489.659756
128,1138299.047297,41924.000000,107944.402300
256,1156759.198355,70363.000000,108680.454337
512,1680502.886433,148195.000000,148032.880446
1024,1275928.279731,65188.000000,154102.928217
2048,1681987.253147,154936.000000,185852.245978
4096,1494793.445236,147187.000000,286035.207475
8192,1109451.151741,77712.000000,369686.321078
16384,1827496.173481,171399.000000,1156669.561680
32768,1088356.863633,69237.000000,583422.543046
65536,441467.489578,43279.000000,0.000000
