frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,822434.512884,46519.000000,99.719607
4,501959.695997,44699.000000,34384.516777
8,892430.662507,46092.000000,47.370877
16,797301.833233,42346.000000,39717.395962
32,1036440.906982,41883.000000,24293.908208
64,874311.960944,43627.000000,34562.842476
128,1110182.366690,51552.000000,93189.460171
256,1355895.366213,100013.000000,36130.058372
512,1088296.324201,63325.000000,145836.737611
1024,1237648.353971,79853.000000,175854.740110
2048,1116576.619354,40238.000000,114322.487543
4096,1211655.696773,64675.000000,265616.620449
8192,2572356.348080,214434.000000,1544026.862979
16384,1310854.921545,59975.000000,272479.354045
32768,2079609.100894,179824.000000,415310.507365
65536,2180221.796176,162304.000000,1652322.006058
