frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,435232.479443,39567.000000,0.000000
4,461102.290571,41464.000000,0.000000
8,718565.172594,46521.000000,0.000000
16,1020281.913370,40007.000000,0.000000
32,927672.055551,43307.000000,0.000000
64,1186454.746893,62224.000000,0.000000
128,1031846.876716,38166.000000,0.000000
256,1397715.075871,121815.000000,0.000000
512,1200415.301088,87044.000000,0.000000
1024,1126290.914272,65492.000000,0.000000
2048,1196238.699069,68409.000000,0.000000
4096,2053818.487446,187173.000000,0.000000
8192,921873.258932,45167.000000,0.000000
16384,2149242.720048,135276.000000,0.000000
32768,2892862.763174,225665.000000,0.000000
65536,4590263.315605,241803.000000,0.000000
