frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,611701.233555,46077.000000,32082.492640
4,866111.668785,40501.000000,24082.240054
8,806870.719089,45129.000000,155.170874
16,887532.958338,43728.000000,21854.122746
32,1146213.910978,41002.000000,30354.365534
64,724033.840650,42822.000000,2718.993748
128,1055694.110912,40507.000000,95228.794474
256,1073389.166562,42387.000000,82660.804835
512,1383308.758402,86641.000000,216249.786518
1024,1214111.240814,96290.000000,152395.744406
2048,1706782.165595,145795.000000,204105.441241
4096,1311743.429663,121735.000000,292296.205222
8192,1105907.489268,46119.000000,318978.601983
16384,1372239.272921,61903.000000,286019.097231
32768,1715061.509676,107206.000000,489654.190115
65536,2964700.758516,197749.000000,2713016.517441
