frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,489266.325137,43279.000000,0.000000
4,724547.611881,40012.000000,0.000000
8,874535.932496,41065.000000,0.000000
16,778604.094949,40504.000000,0.000000
32,809071.044710,40012.000000,0.000000
64,961872.908491,44194.000000,0.000000
128,1167498.235154,40020.000000,0.000000
256,910073.519958,43725.000000,0.000000
512,1325439.038471,68845.000000,0.000000
1024,1893374.402276,198357.000000,0.000000
2048,1141735.783501,57416.000000,0.000000
4096,1353742.864521,122806.000000,0.000000
8192,902913.579204,53655.000000,0.000000
16384,289636.961547,31167.000000,0.000000
32768,3187812.766303,213599.000000,0.000000
65536,4672278.065101,274507.000000,0.000000
