frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,705258.437924,38637.000000,18611.519417
4,760610.557907,40938.000000,31.843367
8,767295.776341,37283.000000,257.476212
16,895021.561036,36304.000000,114.581848
32,947941.891289,37271.000000,28118.602615
64,1077972.532303,39553.000000,62157.439450
128,1406333.047120,133142.000000,30669.405309
256,1088403.879614,39667.000000,111519.508536
512,1651812.141099,141968.000000,187827.821171
1024,1152702.779457,55439.000000,197883.738726
2048,1055273.609183,39083.000000,209252.340505
4096,1336895.287221,94434.000000,196272.497360
8192,1853481.896932,128284.000000,908722.938452
16384,2521057.092412,195299.000000,747221.794871
32768,1458732.426741,97027.000000,421051.818857
65536,2674285.252881,184243.000000,1606665.717693
