frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,757132.632171,38611.000000,0.000000
4,723974.295953,42824.000000,0.000000
8,852021.463419,34906.000000,0.000000
16,1058798.166153,38249.000000,0.000000
32,877600.593131,36119.000000,0.000000
64,1081822.110333,38840.000000,0.000000
128,1022723.917701,40811.000000,0.000000
256,1219430.165249,69279.000000,0.000000
512,1209096.957018,84671.000000,0.000000
1024,1151441.882909,42139.000000,0.000000
2048,1802763.639709,172689.000000,0.000000
4096,998535.597108,55666.000000,0.000000
8192,2005906.085658,219225.000000,0.000000
16384,1255271.926273,80126.000000,0.000000
32768,1856544.004113,137324.000000,0.000000
65536,2146316.977317,144955.000000,0.000000
