frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,737620.511950,37231.000000,33543.011388
4,860610.435431,47069.000000,20560.753172
8,804462.405437,42330.000000,23264.004213
16,690578.713728,39136.000000,3512.190769
32,725058.249996,43728.000000,19386.651258
64,1262838.849423,96439.000000,102717.415904
128,1248388.856357,66109.000000,62191.987651
256,1346354.670973,104865.000000,214136.670573
512,1562241.590733,135501.000000,90167.581929
1024,1078952.926041,55521.000000,102149.955551
2048,840562.424318,36781.000000,79695.773232
4096,1342428.502562,67943.000000,237525.404389
8192,1107984.229157,42799.000000,264165.992476
16384,2196276.761113,169438.000000,357701.701835
32768,3678659.342139,259040.000000,2161979.578465
65536,2495196.512322,170605.000000,2168943.806547
