frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,722521.236038,46532.000000,0.000000
4,388952.757541,34900.000000,0.000000
8,919184.784385,39079.000000,0.000000
16,841074.067225,35827.000000,0.000000
32,996550.602137,41501.000000,0.000000
64,1163552.927768,74576.000000,0.000000
128,1550897.201553,133598.000000,0.000000
256,1176828.820244,65745.000000,0.000000
512,706184.262422,39079.000000,0.000000
1024,1370569.167056,78678.000000,0.000000
2048,1027859.675923,37684.000000,0.000000
4096,492829.972205,36769.000000,0.000000
8192,1230809.878246,78288.000000,0.000000
16384,1053314.514065,36767.000000,0.000000
32768,996311.085234,62663.000000,0.000000
65536,1108225.081137,39105.000000,0.000000
