frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,564786.515126,36754.000000,67.186308
4,878223.127636,40008.000000,252.105137
8,601122.095160,36328.000000,110.625494
16,831994.663330,34907.000000,21494.313899
32,910615.630053,36342.000000,43063.247962
64,1066643.449178,40139.000000,37672.166901
128,950265.236588,34428.000000,43849.201201
256,1259887.676622,108908.000000,138933.424485
512,907838.055746,39147.000000,46834.879556
1024,1028328.143258,35354.000000,155659.301527
2048,1020630.465748,38272.000000,179810.142225
4096,1682736.106048,125725.000000,322819.781463
8192,835230.660066,34887.000000,472206.665566
16384,1193685.428271,46529.000000,294113.501967
32768,4190030.033380,276051.000000,2446204.714512
65536,2492649.850303,234542.000000,1505062.061235
