frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,765871.454387,42806.000000,228.606649
4,826932.030356,41947.000000,31960.668923
8,542058.498083,40980.000000,26.925824
16,415554.976397,40953.000000,36875.890633
32,1125852.159030,64267.000000,38824.254507
64,1074284.878745,43262.000000,50258.136874
128,1080440.377185,46851.000000,65502.697944
256,1049390.219083,42806.000000,122241.828921
512,784222.141773,44207.000000,124833.955966
1024,1106619.462671,41875.000000,146118.388497
2048,1178041.274239,40930.000000,274783.343560
4096,1575674.462528,108989.000000,181759.569968
8192,1444983.387527,117000.000000,459030.279657
16384,1135036.645189,57663.000000,553320.939869
32768,2690973.868552,147557.000000,2501938.001870
65536,3512656.921504,221539.000000,1559836.319736
