frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,766536.842699,37292.000000,546.971663
4,882815.212003,37696.000000,181.782837
8,570680.890738,36767.000000,8522.051924
16,878513.247877,38630.000000,42602.270444
32,782142.467327,39086.000000,32021.308296
64,936314.147792,36820.000000,28462.508112
128,907656.385134,37948.000000,67808.437528
256,1088468.101560,65776.000000,73027.481985
512,1772189.431586,170073.000000,160577.689780
1024,1483344.626160,163415.000000,211834.401455
2048,1040931.626910,92167.000000,215974.265349
4096,1131924.037726,60131.000000,148721.618402
8192,1787062.709992,129019.000000,648533.883528
16384,1054095.926364,64096.000000,600145.539465
32768,1802527.848862,190502.000000,1227956.527715
65536,4456425.515771,254530.000000,3670103.761452
