frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,296721.045100,34916.000000,0.000000
4,555940.363804,39567.000000,0.000000
8,941547.560070,34891.000000,0.000000
16,811159.677150,35369.000000,0.000000
32,1021871.728518,38204.000000,0.000000
64,863366.577414,38153.000000,0.000000
128,1635002.627926,137573.000000,0.000000
256,1029689.522136,36290.000000,0.000000
512,761197.468952,40476.000000,0.000000
1024,1173322.704047,50482.000000,0.000000
2048,1216751.067597,55333.000000,0.000000
4096,2100621.844967,197489.000000,0.000000
8192,2215203.789869,140492.000000,0.000000
16384,1232443.301465,61322.000000,0.000000
32768,1085844.059936,69469.000000,0.000000
65536,6671125.333492,283098.000000,0.000000
