frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,577826.668145,39152.000000,78.905006
4,758588.771802,40580.000000,670.974664
8,831116.531118,39076.000000,73.688534
16,1033893.548999,43850.000000,964.939376
32,939673.056999,42480.000000,1371.026987
64,999311.017814,39083.000000,30759.338549
128,1104547.314973,39545.000000,72892.397464
256,1370636.981514,89392.000000,92154.733975
512,1361321.156710,97108.000000,97545.570576
1024,807784.147690,41428.000000,52084.426271
2048,942695.963102,43266.000000,188992.459347
4096,719615.002801,40481.000000,160842.955951
8192,685252.558278,42799.000000,180747.686292
16384,454768.776552,39539.000000,222851.039870
32768,1580276.140848,151025.000000,435135.331764
65536,4342127.019781,223906.000000,3337148.795510
