frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,682511.902128,44564.000000,90.099945
4,978769.093677,40014.000000,211.501773
8,748940.294404,43726.000000,164.173689
16,809390.712035,40007.000000,4767.246795
32,937442.644571,41029.000000,25627.387928
64,892274.246882,41924.000000,3110.154337
128,1076507.852010,43725.000000,3836.922465
256,1062619.982881,43760.000000,75804.048137
512,1201794.536599,91156.000000,157564.625627
1024,1196677.809580,46291.000000,138709.297461
2048,1547401.232798,109785.000000,191755.813993
4096,2041553.538271,180546.000000,309577.714187
8192,1302548.273984,81846.000000,414666.186751
16384,977283.289690,42797.000000,343200.532792
32768,2714414.053004,191695.000000,2180693.905748
65536,6365780.192442,280995.000000,6365780.192442
