frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,651186.311532,36778.000000,32932.291083
4,1073123.371682,38292.000000,1173.687778
8,446458.937064,38157.000000,27451.265235
16,825681.509854,38161.000000,137.000000
32,794761.644334,37222.000000,46524.358104
64,1118461.427722,54256.000000,42858.660840
128,1064654.677481,37751.000000,50637.265023
256,1331860.266285,114908.000000,110819.512555
512,1419658.947329,104501.000000,178694.636458
1024,1182391.707429,67710.000000,168816.954436
2048,1028634.978355,59079.000000,301230.800326
4096,1511906.803116,117312.000000,222635.723549
8192,864467.418779,37311.000000,130766.040767
16384,560600.891932,34140.000000,286655.358971
32768,3806708.886133,234271.000000,1750894.845771
65536,2835586.044635,171621.000000,2835572.513985
