frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,506102.090908,33996.000000,0.000000
4,775476.378094,38157.000000,0.000000
8,524406.171002,34896.000000,0.000000
16,1148233.065719,36808.000000,0.000000
32,911512.899138,35871.000000,0.000000
64,1014460.792029,36914.000000,0.000000
128,874820.529205,44244.000000,0.000000
256,1283949.967703,96615.000000,0.000000
512,1661925.168016,135780.000000,0.000000
1024,1306434.353508,114000.000000,0.000000
2048,795745.953013,40951.000000,0.000000
4096,1320129.082554,56068.000000,0.000000
8192,1343132.402112,113405.000000,0.000000
16384,1335083.000803,59475.000000,0.000000
32768,3839130.741652,266860.000000,0.000000
65536,1364917.210536,111699.000000,0.000000
