frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,680848.737530,40520.000000,0.000000
4,443580.003903,39095.000000,0.000000
8,866950.334079,42350.000000,0.000000
16,992183.692208,40017.000000,0.000000
32,984990.144715,39573.000000,0.000000
64,1060151.082377,40558.000000,0.000000
128,1276378.722863,95129.000000,0.000000
256,1166497.672890,55620.000000,0.000000
512,1541592.940763,143565.000000,0.000000
1024,1343728.108916,119698.000000,0.000000
2048,1410323.908019,110796.000000,0.000000
4096,762386.403944,43261.000000,0.000000
8192,1487091.968539,144757.000000,0.000000
16384,2842685.296926,232533.000000,0.000000
32768,761958.950392,38246.000000,0.000000
65536,1701105.055129,124929.000000,0.000000
