frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,841118.028587,43044.000000,25244.738897
4,603078.149883,49314.000000,98.706636
8,1009851.727063,44665.000000,805.596673
16,602864.674078,45588.000000,46978.188843
32,977311.882985,45235.000000,33928.214100
64,916894.614948,44255.000000,21104.729825
128,1108749.557450,39731.000000,101861.454157
256,1237324.367711,81357.000000,138033.648409
512,1085978.103931,60184.000000,70008.918539
1024,1170176.250303,43072.000000,160092.086029
2048,1171194.350251,51374.000000,210191.112600
4096,2499322.887397,217289.000000,535861.983168
8192,954513.173575,43271.000000,431382.585148
16384,1352137.012035,99889.000000,389637.665632
32768,921682.815032,34531.000000,397457.004969
65536,5186240.138061,276856.000000,4836593.423847
