frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,680517.429828,35369.000000,19119.638909
4,632348.182596,39545.000000,148.037157
8,960573.174670,38462.000000,179.791546
16,977803.729377,37685.000000,217.478735
32,769354.052048,43266.000000,739.131247
64,1092721.258495,42334.000000,32540.004687
128,1051647.349971,34408.000000,74099.175549
256,1261555.719039,97266.000000,18024.400850
512,1052848.950741,36879.000000,118067.273649
1024,986206.483854,37222.000000,101637.590576
2048,1074703.252182,44463.000000,137048.261332
4096,1193519.472018,97193.000000,428714.099550
8192,2078777.657255,145972.000000,285015.279515
16384,515025.731278,38877.000000,295498.890209
32768,1149766.913139,72315.000000,417654.397155
65536,710708.151769,44959.000000,599173.680997
