frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,858358.258583,39544.000000,22798.036429
4,394537.718662,37217.000000,42.438190
8,637029.051234,39546.000000,949.732594
16,440483.482790,36289.000000,3187.523020
32,1085580.527026,38150.000000,27520.672212
64,1016298.018327,37780.000000,33866.290954
128,1016516.279139,38620.000000,48526.978589
256,1090889.272600,36316.000000,113409.732761
512,949737.072477,38629.000000,119217.917408
1024,971585.725196,39546.000000,83617.877461
2048,1823117.666936,165105.000000,180704.673974
4096,1505496.216003,97496.000000,460707.539423
8192,1574449.720255,133033.000000,923292.410340
16384,1809326.200773,184766.000000,752792.239790
32768,428490.317168,36756.000000,307037.626509
65536,3044795.125133,217614.000000,2163241.433372
